Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_g_m_all_TIC_scalar_MS_RandomForest/version_0,0.4944598376750946,0.488304078578949,0.5842105150222778,0.42105263471603394,0.6023392081260681,0.5842105150222778,0.42105263471603394,0.6023392081260681
b_g_m_all_TIC_scalar_MS_RandomForest/version_1,0.6174017786979675,0.40572890639305115,0.5968586206436157,0.5909090638160706,0.5976331233978271,0.5130890011787415,0.6818181872367859,0.4911242723464966
b_g_m_all_TIC_scalar_MS_RandomForest/version_2,0.49572253227233887,0.49722546339035034,0.4898989796638489,0.5199999809265137,0.48554912209510803,0.4898989796638489,0.5199999809265137,0.48554912209510803
b_g_m_all_TIC_scalar_MS_RandomForest/version_3,0.5749596357345581,0.44592413306236267,0.5414634346961975,0.5714285969734192,0.5367231369018555,0.5414634346961975,0.5714285969734192,0.5367231369018555
b_g_m_all_TIC_scalar_MS_RandomForest/version_4,0.5681818723678589,0.46369948983192444,0.5221675038337708,0.5555555820465088,0.5170454382896423,0.5221675038337708,0.5555555820465088,0.5170454382896423
b_g_m_all_TIC_scalar_MS_SVM/version_0,0.6851339340209961,0.32456138730049133,0.6684210300445557,0.6842105388641357,0.6666666865348816,0.3210526406764984,0.8947368264198303,0.2573099434375763
b_g_m_all_TIC_scalar_MS_SVM/version_1,0.5618612170219421,0.45508337020874023,0.5445026159286499,0.5454545617103577,0.5443786978721619,0.19371727108955383,0.9090909361839294,0.10059171915054321
b_g_m_all_TIC_scalar_MS_SVM/version_2,0.6423121094703674,0.3620809316635132,0.6363636255264282,0.6399999856948853,0.6358381509780884,0.19191919267177582,0.8799999952316284,0.09248554706573486
b_g_m_all_TIC_scalar_MS_SVM/version_3,0.48506858944892883,0.46660614013671875,0.5317073464393616,0.5357142686843872,0.5310734510421753,0.20975609123706818,0.9285714030265808,0.09604519605636597
b_g_m_all_TIC_scalar_MS_SVM/version_4,0.7028619647026062,0.3342802822589874,0.6650246381759644,0.6666666865348816,0.6647727489471436,0.23152709007263184,0.8888888955116272,0.1306818127632141
b_g_m_all_TIC_scalar_MS_NN/version_0,0.6226531267166138,0.32456138730049133,0.6684210300445557,0.6842105388641357,0.6666666865348816,0.12631578743457794,0.8947368264198303,0.04093567281961441
b_g_m_all_TIC_scalar_MS_NN/version_1,0.565895676612854,0.45508337020874023,0.5445026159286499,0.5454545617103577,0.5443786978721619,0.1884816735982895,0.9090909361839294,0.09467455744743347
b_g_m_all_TIC_scalar_MS_NN/version_2,0.630520224571228,0.39942196011543274,0.6010100841522217,0.6000000238418579,0.6011560559272766,0.2525252401828766,0.8799999952316284,0.161849707365036
b_g_m_all_TIC_scalar_MS_NN/version_3,0.5167473554611206,0.46660614013671875,0.5317073464393616,0.5357142686843872,0.5310734510421753,0.30243903398513794,0.8928571343421936,0.20903955399990082
b_g_m_all_TIC_scalar_MS_NN/version_4,0.6698232889175415,0.38404881954193115,0.6059113144874573,0.6296296119689941,0.6022727489471436,0.3103448152542114,0.8888888955116272,0.22159090638160706
b_g_m_all_TIC_scalar_MS_LogisticRegression/version_0,0.6537395715713501,0.33040934801101685,0.6578947305679321,0.6842105388641357,0.6549707651138306,0.12631578743457794,0.8947368264198303,0.04093567281961441
b_g_m_all_TIC_scalar_MS_LogisticRegression/version_1,0.5645508766174316,0.45508337020874023,0.5445026159286499,0.5454545617103577,0.5443786978721619,0.1884816735982895,0.9090909361839294,0.09467455744743347
b_g_m_all_TIC_scalar_MS_LogisticRegression/version_2,0.6499422192573547,0.3649711012840271,0.631313145160675,0.6399999856948853,0.6300578117370605,0.2525252401828766,0.8799999952316284,0.161849707365036
b_g_m_all_TIC_scalar_MS_LogisticRegression/version_3,0.5167473554611206,0.46660614013671875,0.5317073464393616,0.5357142686843872,0.5310734510421753,0.30243903398513794,0.8928571343421936,0.20903955399990082
b_g_m_all_TIC_scalar_MS_LogisticRegression/version_4,0.7064393758773804,0.3342802822589874,0.6650246381759644,0.6666666865348816,0.6647727489471436,0.3103448152542114,0.8888888955116272,0.22159090638160706
b_g_m_all_TIC_scalar_MS_LinearRegression/version_0,0.6537395715713501,0.3274853825569153,0.6631578803062439,0.6842105388641357,0.6608186960220337,0.1315789520740509,0.8947368264198303,0.046783626079559326
b_g_m_all_TIC_scalar_MS_LinearRegression/version_1,0.5645508766174316,0.45508337020874023,0.5445026159286499,0.5454545617103577,0.5443786978721619,0.1884816735982895,0.9090909361839294,0.09467455744743347
b_g_m_all_TIC_scalar_MS_LinearRegression/version_2,0.6499422192573547,0.3649711012840271,0.631313145160675,0.6399999856948853,0.6300578117370605,0.2525252401828766,0.8799999952316284,0.161849707365036
b_g_m_all_TIC_scalar_MS_LinearRegression/version_3,0.5167473554611206,0.46660614013671875,0.5317073464393616,0.5357142686843872,0.5310734510421753,0.30243903398513794,0.8928571343421936,0.20903955399990082
b_g_m_all_TIC_scalar_MS_LinearRegression/version_4,0.7001262903213501,0.3342802822589874,0.6650246381759644,0.6666666865348816,0.6647727489471436,0.3103448152542114,0.8888888955116272,0.22159090638160706
b_g_m_all_TIC_scalar_autic_RandomForest/version_0,0.45044630765914917,0.5380116701126099,0.4526315927505493,0.4736842215061188,0.4502924084663391,0.4526315927505493,0.4736842215061188,0.4502924084663391
b_g_m_all_TIC_scalar_autic_RandomForest/version_1,0.5743679404258728,0.41756322979927063,0.5759162306785583,0.5909090638160706,0.5739644765853882,0.45026177167892456,0.6363636255264282,0.42603549361228943
b_g_m_all_TIC_scalar_autic_RandomForest/version_2,0.4273988902568817,0.5169942378997803,0.5151515007019043,0.4399999976158142,0.52601158618927,0.5151515007019043,0.4399999976158142,0.52601158618927
b_g_m_all_TIC_scalar_autic_RandomForest/version_3,0.5680992603302002,0.44874897599220276,0.5365853905677795,0.5714285969734192,0.5310734510421753,0.5365853905677795,0.5714285969734192,0.5310734510421753
b_g_m_all_TIC_scalar_autic_RandomForest/version_4,0.49842172861099243,0.49663299322128296,0.6009852290153503,0.37037035822868347,0.6363636255264282,0.6009852290153503,0.37037035822868347,0.6363636255264282
