,auroc_mean,eer_mean,accuracy_at_eer_mean,sensitivity_at_eer_mean,specificity_at_eer_mean,accuracy_at_sensitivity90_mean,sensitivity_at_sensitivity90_mean,specificity_at_sensitivity90_mean,auroc_std,eer_std,accuracy_at_eer_std,sensitivity_at_eer_std,specificity_at_eer_std,accuracy_at_sensitivity90_std,sensitivity_at_sensitivity90_std,specificity_at_sensitivity90_std,Method,Dataset
b_g_m_all_TIC_scalar_MS_RandomForest,0.5501451313495636,0.4601764142513275,0.5469198107719422,0.5317891716957093,0.5478580057621002,0.5301658868789673,0.5499709963798523,0.5265562355518341,0.04801502158473686,0.03269210374156445,0.039441869311137544,0.06005473100909933,0.04561043816777133,0.031703231352840165,0.08413501494449653,0.0421281080763138,RandomForest,b_g_m_all_TIC_scalar_MS_RandomForest
b_g_m_all_TIC_scalar_MS_SVM,0.6154475629329681,0.38852242231369016,0.6092038512229919,0.6144092082977295,0.6085459470748902,0.2295944571495056,0.9002576112747193,0.13542284369468688,0.08135028581101617,0.060431453663189263,0.0592490438169948,0.061976760927100506,0.05899790082678476,0.047892573952953696,0.01702818959011613,0.062428135116093735,SVM,b_g_m_all_TIC_scalar_MS_SVM
b_g_m_all_TIC_scalar_MS_NN,0.6011279344558715,0.40594433546066283,0.5903104782104492,0.5990018010139465,0.5891095280647278,0.23602131009101868,0.8931147575378418,0.14561807960271836,0.05367995240107419,0.05145801887220568,0.04897308090755085,0.054903928537283,0.04837878761066836,0.07000427974728288,0.009463515853145027,0.06871865584074122,NN,b_g_m_all_TIC_scalar_MS_NN
b_g_m_all_TIC_scalar_MS_LogisticRegression,0.6182838797569274,0.3902700483798981,0.6060884952545166,0.6144092082977295,0.6050506949424743,0.23602131009101868,0.8931147575378418,0.14561807960271836,0.0681581241389005,0.05896805859833227,0.056778541288231434,0.061976760927100506,0.056281110284734384,0.07000427974728288,0.009463515853145027,0.06871865584074122,LogisticRegression,b_g_m_all_TIC_scalar_MS_LogisticRegression
b_g_m_all_TIC_scalar_MS_LinearRegression,0.6170212626457214,0.38968525528907777,0.607141125202179,0.6144092082977295,0.606220281124115,0.23707394301891327,0.8931147575378418,0.14678767025470735,0.06655293696235147,0.05957022842550972,0.05776937302394196,0.061976760927100506,0.05735683700087959,0.06836718537587516,0.009463515853145027,0.06695412086592328,LinearRegression,b_g_m_all_TIC_scalar_MS_LinearRegression
b_g_m_all_TIC_scalar_autic_RandomForest,0.5037468254566193,0.4835902214050293,0.5362539887428284,0.48927844762802125,0.5435411095619201,0.5111230969429016,0.4983693599700928,0.5139553129673005,0.05971078096427152,0.04431954940314265,0.051383570998450076,0.08232631223707436,0.061154963307447525,0.05632959468993691,0.09463630636005252,0.07376318784277518,RandomForest,b_g_m_all_TIC_scalar_autic_RandomForest
b_g_m_all_TIC_scalar_autic_SVM,0.5026064336299896,0.48314509987831117,0.5207385420799255,0.5118124604225158,0.5218973219394684,0.18500723093748092,0.9074004769325257,0.08490863665938378,0.07097018920250209,0.06371753197958407,0.05978352609108363,0.06980951349995558,0.058558403840440025,0.08694308557274172,0.029975399604210907,0.09542201492274238,SVM,b_g_m_all_TIC_scalar_autic_SVM
b_g_m_all_TIC_scalar_autic_NN,0.5665151119232178,0.45586393475532533,0.5464210987091065,0.5412245929241181,0.5470475435256958,0.2136455610394478,0.8840238451957703,0.12097802758216858,0.066536822139808,0.030801925044364867,0.027686701678794497,0.03478439166477786,0.026981386502203344,0.08808112061024585,0.01138686971392602,0.09417088056734396,NN,b_g_m_all_TIC_scalar_autic_NN
b_g_m_all_TIC_scalar_autic_LogisticRegression,0.573133933544159,0.4726693511009216,0.5291921436786652,0.5249908149242402,0.5296704828739166,0.23532350808382035,0.8931147575378418,0.1448138177394867,0.04333674117560814,0.030303813745307405,0.02826475039529403,0.03326183402983119,0.027843224700509005,0.10333060498267918,0.009463515853145027,0.1093911646047378,LogisticRegression,b_g_m_all_TIC_scalar_autic_LogisticRegression
b_g_m_all_TIC_scalar_autic_LinearRegression,0.573133933544159,0.4738025009632111,0.5272313177585601,0.5249908149242402,0.5274041831493378,0.23637062460184097,0.8931147575378418,0.14599725008010864,0.04333674117560814,0.029621159802414917,0.027131779047984327,0.03326183402983119,0.0265577117886492,0.10409460686692976,0.009463515853145027,0.11034252931655589,LinearRegression,b_g_m_all_TIC_scalar_autic_LinearRegression
