Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_g_m_PatRisk_RandomForest/version_0,0.6589488983154297,0.3789772689342499,0.6377550959587097,0.6000000238418579,0.6420454382896423,0.6377550959587097,0.6000000238418579,0.6420454382896423
b_g_m_PatRisk_RandomForest/version_1,0.6607233285903931,0.4034405052661896,0.6009852290153503,0.5909090638160706,0.6022099256515503,0.5270935893058777,0.7272727489471436,0.5027624368667603
b_g_m_PatRisk_RandomForest/version_2,0.7146075367927551,0.3465116322040558,0.6556603908538818,0.6499999761581421,0.6569767594337463,0.5707547068595886,0.75,0.5290697813034058
b_g_m_PatRisk_RandomForest/version_3,0.6705201268196106,0.3483770489692688,0.6783919334411621,0.6153846383094788,0.6878612637519836,0.5778894424438477,0.6538461446762085,0.5664739608764648
b_g_m_PatRisk_RandomForest/version_4,0.6662600040435791,0.3662601709365845,0.6340206265449524,0.6333333253860474,0.6341463327407837,0.6340206265449524,0.6333333253860474,0.6341463327407837
b_g_m_PatRisk_SVM/version_0,0.7991477251052856,0.30909091234207153,0.6836734414100647,0.699999988079071,0.6818181872367859,0.5969387888908386,0.8999999761581421,0.5625
b_g_m_PatRisk_SVM/version_1,0.7739829421043396,0.23518332839012146,0.7586206793785095,0.7727272510528564,0.7569060921669006,0.2266009896993637,0.9090909361839294,0.14364640414714813
b_g_m_PatRisk_SVM/version_2,0.8382993340492249,0.22877907752990723,0.7688679099082947,0.7749999761581421,0.7674418687820435,0.5471698045730591,0.8999999761581421,0.4651162922382355
b_g_m_PatRisk_SVM/version_3,0.6928635239601135,0.3859493136405945,0.6130653023719788,0.6153846383094788,0.6127167344093323,0.18592964112758636,0.8846153616905212,0.080924853682518
b_g_m_PatRisk_SVM/version_4,0.7419715523719788,0.3434959352016449,0.6494845151901245,0.6666666865348816,0.6463414430618286,0.44329896569252014,0.8999999761581421,0.35975611209869385
b_g_m_PatRisk_NN/version_0,0.7440341114997864,0.3596591055393219,0.6326530575752258,0.6499999761581421,0.6306818127632141,0.5051020383834839,0.8999999761581421,0.46022728085517883
b_g_m_PatRisk_NN/version_1,0.764188826084137,0.23518332839012146,0.7586206793785095,0.7727272510528564,0.7569060921669006,0.21182265877723694,0.9090909361839294,0.1270718276500702
