Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_g_m_TIC_all_RandomForest/version_0,0.534943163394928,0.4886363744735718,0.5204081535339355,0.5,0.5227272510528564,0.22959183156490326,0.8999999761581421,0.15340909361839294
b_g_m_TIC_all_RandomForest/version_1,0.5817428827285767,0.4482671916484833,0.5566502213478088,0.5454545617103577,0.5580110549926758,0.1231527104973793,0.9090909361839294,0.027624309062957764
b_g_m_TIC_all_RandomForest/version_2,0.7369912266731262,0.27412790060043335,0.7264150977134705,0.7250000238418579,0.7267441749572754,0.28773584961891174,0.925000011920929,0.13953489065170288
b_g_m_TIC_all_RandomForest/version_3,0.5923744440078735,0.3782792389392853,0.5979899764060974,0.6538461446762085,0.589595377445221,0.30150753259658813,0.8846153616905212,0.21387283504009247
b_g_m_TIC_all_RandomForest/version_4,0.5741869807243347,0.39674797654151917,0.5824742317199707,0.6333333253860474,0.5731707215309143,0.20618556439876556,0.8999999761581421,0.07926829159259796
b_g_m_TIC_all_SVM/version_0,0.6178977489471436,0.39886361360549927,0.6020408272743225,0.6000000238418579,0.6022727489471436,0.14795918762683868,0.8999999761581421,0.0625
b_g_m_TIC_all_SVM/version_1,0.7069311738014221,0.40620291233062744,0.5960590839385986,0.5909090638160706,0.5966851115226746,0.33990147709846497,0.9090909361839294,0.2707182466983795
b_g_m_TIC_all_SVM/version_2,0.7383720874786377,0.2770348787307739,0.7216981053352356,0.7250000238418579,0.7209302186965942,0.37264150381088257,0.8999999761581421,0.25
b_g_m_TIC_all_SVM/version_3,0.5975989103317261,0.42252111434936523,0.5778894424438477,0.5769230723381042,0.5780346989631653,0.19597989320755005,0.8846153616905212,0.09248554706573486
b_g_m_TIC_all_SVM/version_4,0.6684959530830383,0.3343495726585388,0.6649484634399414,0.6666666865348816,0.6646341681480408,0.29381442070007324,0.8999999761581421,0.18292683362960815
b_g_m_TIC_all_NN/version_0,0.6303976774215698,0.35113638639450073,0.6479591727256775,0.6499999761581421,0.6477272510528564,0.11224489659070969,0.8999999761581421,0.022727273404598236
b_g_m_TIC_all_NN/version_1,0.6830739378929138,0.3641386330127716,0.6354680061340332,0.6363636255264282,0.6353591084480286,0.15270936489105225,0.9090909361839294,0.06077348068356514
b_g_m_TIC_all_NN/version_2,0.6345930099487305,0.34563952684402466,0.6415094137191772,0.675000011920929,0.6337209343910217,0.37264150381088257,0.8999999761581421,0.25
