,auroc_mean,eer_mean,accuracy_at_eer_mean,sensitivity_at_eer_mean,specificity_at_eer_mean,accuracy_at_sensitivity90_mean,sensitivity_at_sensitivity90_mean,specificity_at_sensitivity90_mean,auroc_std,eer_std,accuracy_at_eer_std,sensitivity_at_eer_std,specificity_at_eer_std,accuracy_at_sensitivity90_std,sensitivity_at_sensitivity90_std,specificity_at_sensitivity90_std,Method,Dataset
b_g_m_TIC_all_RandomForest,0.6040477395057678,0.39721173644065855,0.5967875361442566,0.6115268111228943,0.5940497159957886,0.2296346977353096,0.9037412524223327,0.12274188399314881,0.06924572275355576,0.0727645643510005,0.06993487740964284,0.07993296166556461,0.06992749398241309,0.06392139788690539,0.01322382670956809,0.06397599448912551,RandomForest,b_g_m_TIC_all_RandomForest
b_g_m_TIC_all_SVM,0.6658591747283935,0.36779441833496096,0.6325271844863891,0.6318997740745544,0.6325113892555236,0.2700592964887619,0.8987412452697754,0.1717261254787445,0.05274797869481674,0.0543900180068194,0.053380175427115414,0.055850988952712996,0.05294406416701883,0.08527782824660309,0.007891893299597382,0.08277815063594954,SVM,b_g_m_TIC_all_SVM
b_g_m_TIC_all_NN,0.6351164221763611,0.36872586607933044,0.6255146980285644,0.6399650335311889,0.6225832343101502,0.2589287742972374,0.8987412452697754,0.16063078567385675,0.05510854518480793,0.048710903115830775,0.045004729090730514,0.05522367176880783,0.043448828058503995,0.10619186121868149,0.007891893299597382,0.09843395283292522,NN,b_g_m_TIC_all_NN
b_g_m_TIC_all_LogisticRegression,0.7050474405288696,0.3250156879425049,0.6726666927337647,0.6780419468879699,0.6719266772270203,0.28913700580596924,0.8987412452697754,0.1947281077504158,0.048142661823932564,0.04403309644806267,0.04599143498426682,0.04187836773137888,0.04648048899005217,0.10837480349891923,0.007891893299597382,0.10803130235189691,LogisticRegression,b_g_m_TIC_all_LogisticRegression
b_g_m_TIC_all_LinearRegression,0.6569934248924255,0.3710022509098053,0.6281090378761292,0.6302330970764161,0.6277624011039734,0.2541268602013588,0.8987412452697754,0.15654680430889129,0.06136541567322497,0.06280958159751428,0.06311892319804598,0.06269944098338573,0.06307286992078906,0.13620323966088807,0.007891893299597382,0.13546357516921226,LinearRegression,b_g_m_TIC_all_LinearRegression
b_g_m_TIC_MS_RandomForest,0.5757705330848694,0.43428632616996765,0.576709645986557,0.5513986051082611,0.5800287425518036,0.5471142351627349,0.5830652773380279,0.5367218852043152,0.08493573039420613,0.07221449732671564,0.06919048382268017,0.08103865785304047,0.06904876055089243,0.042614335776824025,0.12512578619734183,0.04944517688265857,RandomForest,b_g_m_TIC_MS_RandomForest
b_g_m_TIC_MS_SVM,0.5811647415161133,0.4282811045646667,0.5711180686950683,0.5725408077239991,0.5708969831466675,0.27636830806732177,0.8987412452697754,0.18098561596125365,0.046342471840786575,0.0338544103640936,0.036695390575988515,0.03014640448496873,0.037744230045520834,0.11334377095583212,0.007891893299597382,0.11105466919995738,SVM,b_g_m_TIC_MS_SVM
b_g_m_TIC_MS_NN,0.6168391346931458,0.419197553396225,0.5811325907707214,0.5802331089973449,0.5813717842102051,0.26214117407798765,0.8987412452697754,0.16440465152263642,0.048695336645029896,0.026397150685875358,0.027892962009455728,0.024923806078411572,0.02857371839170894,0.09951024998553101,0.007891893299597382,0.09168399839203041,NN,b_g_m_TIC_MS_NN
b_g_m_TIC_MS_LogisticRegression,0.6261256814002991,0.4109108209609985,0.590232515335083,0.5875408053398132,0.5906375527381897,0.2791642725467682,0.8987412452697754,0.18384779691696168,0.07580850464251959,0.05225590744648859,0.052886934665760985,0.05130869097793366,0.05325651840375962,0.09062159032601896,0.007891893299597382,0.08088845570748252,LogisticRegression,b_g_m_TIC_MS_LogisticRegression
b_g_m_TIC_MS_LinearRegression,0.6268233537673951,0.4109108209609985,0.590232515335083,0.5875408053398132,0.5906375527381897,0.2781438648700714,0.8987412452697754,0.18271143287420272,0.07715146352204924,0.05225590744648859,0.052886934665760985,0.05130869097793366,0.05325651840375962,0.09171323052861304,0.007891893299597382,0.08205793997590952,LinearRegression,b_g_m_TIC_MS_LinearRegression
