,auroc_mean,eer_mean,accuracy_at_eer_mean,sensitivity_at_eer_mean,specificity_at_eer_mean,accuracy_at_sensitivity90_mean,sensitivity_at_sensitivity90_mean,specificity_at_sensitivity90_mean,auroc_std,eer_std,accuracy_at_eer_std,sensitivity_at_eer_std,specificity_at_eer_std,accuracy_at_sensitivity90_std,sensitivity_at_sensitivity90_std,specificity_at_sensitivity90_std,Method,Dataset
bg_m_TIC_phases_RandomForest,0.5884435176849365,0.4441831290721893,0.5601830065250397,0.5500129997730255,0.5616207480430603,0.2425442337989807,0.8917736887931824,0.13977771550416945,0.10925888050837831,0.07901150374404675,0.07717046672687522,0.08210805048931169,0.07697512131300113,0.062392163652133174,0.01818974912330049,0.0655959707425266,RandomForest,bg_m_TIC_phases_RandomForest
bg_m_TIC_phases_SVM,0.6212061524391175,0.41129936575889586,0.5960269570350647,0.5787830650806427,0.5986182034015656,0.2553382247686386,0.9118197679519653,0.15020986869931222,0.052263818985675385,0.08172743211965725,0.0778113559563237,0.08743649249650258,0.07724242526062922,0.042051691869231,0.028590236451657633,0.05936082209847859,SVM,bg_m_TIC_phases_SVM
bg_m_TIC_phases_NN,0.6699269533157348,0.3581571221351624,0.6401242256164551,0.6442728638648987,0.6394129037857056,0.3085806518793106,0.8989165425300598,0.2166991699486971,0.11644057694251934,0.11004833290818644,0.10926624574928412,0.11126748515354713,0.10892576561697691,0.1476194388004803,0.0063421291619599595,0.16157388837779077,NN,bg_m_TIC_phases_NN
bg_m_TIC_phases_LogisticRegression,0.7033468365669251,0.33959774374961854,0.6618935823440552,0.658323097229004,0.6624814152717591,0.3249731153249741,0.8898256301879883,0.23671673387289047,0.07438391123462446,0.0507888311366434,0.05035117756955521,0.051550430147759736,0.05020658803987497,0.14048204065170167,0.013631298891513665,0.15291752758724592,LogisticRegression,bg_m_TIC_phases_LogisticRegression
bg_m_TIC_phases_LinearRegression,0.6893459796905518,0.3576143741607666,0.6425981163978577,0.642089331150055,0.6426819205284119,0.31725017726421356,0.8989165425300598,0.2262229934334755,0.06484819272653226,0.04611227189033466,0.045929224616391186,0.04638782998230891,0.04586886737168067,0.11889464596452948,0.0063421291619599595,0.12975871076578438,LinearRegression,bg_m_TIC_phases_LinearRegression
bg_m_TIC_MS_autic_RandomForest,0.5866742134094238,0.42839247584342954,0.5743195593357087,0.5678705036640167,0.5753445446491241,0.23542559742927552,0.8664490103721618,0.13479235619306565,0.09244277947720109,0.10675674413204334,0.09890927803066482,0.11802260052752395,0.09566985235575977,0.03970073123625982,0.038243047401371265,0.036576563987177436,RandomForest,bg_m_TIC_MS_autic_RandomForest
bg_m_TIC_MS_autic_SVM,0.4854589641094208,0.49752396941184995,0.4948911309242249,0.5124503314495087,0.49250170588493347,0.18890571892261504,0.8989165425300598,0.07636110112071037,0.07062151831248958,0.05318048239976622,0.04429232935780618,0.14856035850931387,0.06849473777864698,0.05496867473291303,0.0063421291619599595,0.05665680659088504,SVM,bg_m_TIC_MS_autic_SVM
bg_m_TIC_MS_autic_NN,0.5652492582798004,0.43914212584495543,0.5604237616062164,0.5614969074726105,0.5602188467979431,0.2733683079481125,0.8989165425300598,0.1746593028306961,0.1092630216999817,0.09306555880777358,0.08993024706715536,0.09750240401619778,0.08871418295416014,0.09677164410682834,0.0063421291619599595,0.10640214403821624,NN,bg_m_TIC_MS_autic_NN
bg_m_TIC_MS_autic_LogisticRegression,0.6155923008918762,0.40864423513412473,0.5903761386871338,0.592707633972168,0.5900038957595826,0.2633527159690857,0.8989165425300598,0.16294118985533715,0.07972868944523151,0.06234401398300639,0.06256534266849295,0.062116076483180495,0.06265783918018586,0.07848510377811801,0.0063421291619599595,0.08433874551657984,LogisticRegression,bg_m_TIC_MS_autic_LogisticRegression
bg_m_TIC_MS_autic_LinearRegression,0.6153791546821594,0.40807280540466306,0.5913757085800171,0.592707633972168,0.5911467552185059,0.26121124923229216,0.8989165425300598,0.16050421744585036,0.07574830975384077,0.06202403084777896,0.06196207537628414,0.062116076483180495,0.061939700002395,0.07754634099733483,0.0063421291619599595,0.08270729216878313,LinearRegression,bg_m_TIC_MS_autic_LinearRegression
