Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
bg_m_TIC_phases_RandomForest/version_0,0.5460434556007385,0.4870440661907196,0.5099009871482849,0.517241358757019,0.5086705088615417,0.24257425963878632,0.8965517282485962,0.13294798135757446
bg_m_TIC_phases_RandomForest/version_1,0.6059184074401855,0.40857142210006714,0.6059113144874573,0.5714285969734192,0.6114285588264465,0.2216748744249344,0.8571428656578064,0.11999999731779099
bg_m_TIC_phases_RandomForest/version_2,0.6470274329185486,0.39403337240219116,0.6051282286643982,0.6071428656578064,0.6047903895378113,0.35384616255760193,0.8928571343421936,0.2634730637073517
bg_m_TIC_phases_RandomForest/version_3,0.7352995872497559,0.3545622229576111,0.6456310749053955,0.6451612710952759,0.645714282989502,0.2330097109079361,0.9032257795333862,0.11428571492433548
bg_m_TIC_phases_RandomForest/version_4,0.4079287052154541,0.5767045617103577,0.4343434274196625,0.40909090638160706,0.4375,0.16161616146564484,0.9090909361839294,0.06818182021379471
bg_m_TIC_phases_SVM/version_0,0.6244767904281616,0.41498902440071106,0.5841584205627441,0.5862069129943848,0.5838150382041931,0.2871287167072296,0.8965517282485962,0.18497109413146973
bg_m_TIC_phases_SVM/version_1,0.6777551174163818,0.34714287519454956,0.6600984930992126,0.6428571343421936,0.6628571152687073,0.29064038395881653,0.8928571343421936,0.19428572058677673
bg_m_TIC_phases_SVM/version_2,0.6347304582595825,0.36120617389678955,0.6358974575996399,0.6428571343421936,0.6347305178642273,0.26153847575187683,0.8928571343421936,0.15568862855434418
bg_m_TIC_phases_SVM/version_3,0.646082878112793,0.3649769425392151,0.6504854559898376,0.6129032373428345,0.6571428775787354,0.17475728690624237,0.9677419066429138,0.034285712987184525
bg_m_TIC_phases_SVM/version_4,0.5229855179786682,0.5681818127632141,0.44949495792388916,0.40909090638160706,0.4545454680919647,0.2626262605190277,0.9090909361839294,0.1818181872367859
bg_m_TIC_phases_NN/version_0,0.6597568988800049,0.35160455107688904,0.6435643434524536,0.6551724076271057,0.6416184902191162,0.40594059228897095,0.8965517282485962,0.323699414730072
bg_m_TIC_phases_NN/version_1,0.5528571605682373,0.5014286041259766,0.49753695726394653,0.5,0.49714285135269165,0.15270936489105225,0.8928571343421936,0.034285712987184525
bg_m_TIC_phases_NN/version_2,0.7686055898666382,0.2835756838321686,0.7179487347602844,0.7142857313156128,0.71856290102005,0.446153849363327,0.8928571343421936,0.371257483959198
bg_m_TIC_phases_NN/version_3,0.8322581052780151,0.19963133335113525,0.7961165308952332,0.8064516186714172,0.7942857146263123,0.4320388436317444,0.9032257795333862,0.34857141971588135
bg_m_TIC_phases_NN/version_4,0.5361570119857788,0.45454543828964233,0.5454545617103577,0.5454545617103577,0.5454545617103577,0.10606060922145844,0.9090909361839294,0.005681818351149559
bg_m_TIC_phases_LogisticRegression/version_0,0.6695235967636108,0.3717361092567444,0.6336633563041687,0.6206896305084229,0.6358381509780884,0.3663366436958313,0.8965517282485962,0.2774566411972046
bg_m_TIC_phases_LogisticRegression/version_1,0.6579591631889343,0.39071428775787354,0.610837459564209,0.6071428656578064,0.6114285588264465,0.17733989655971527,0.8928571343421936,0.06285714358091354
bg_m_TIC_phases_LogisticRegression/version_2,0.7780154347419739,0.24775448441505432,0.7538461685180664,0.75,0.7544910311698914,0.41025641560554504,0.8928571343421936,0.329341322183609
bg_m_TIC_phases_LogisticRegression/version_3,0.8027649521827698,0.32414746284484863,0.6747573018074036,0.6774193644523621,0.6742857098579407,0.5194174647331238,0.9032257795333862,0.4514285624027252
bg_m_TIC_phases_LogisticRegression/version_4,0.6084710359573364,0.3636363744735718,0.6363636255264282,0.6363636255264282,0.6363636255264282,0.1515151560306549,0.8636363744735718,0.0625
bg_m_TIC_phases_LinearRegression/version_0,0.656766951084137,0.38040661811828613,0.6188119053840637,0.6206896305084229,0.6184971332550049,0.34158414602279663,0.8965517282485962,0.24855491518974304
bg_m_TIC_phases_LinearRegression/version_1,0.6689796447753906,0.39071428775787354,0.610837459564209,0.6071428656578064,0.6114285588264465,0.1822660118341446,0.8928571343421936,0.06857142597436905
bg_m_TIC_phases_LinearRegression/version_2,0.7420872449874878,0.2865697145462036,0.7128205299377441,0.7142857313156128,0.71257483959198,0.4000000059604645,0.8928571343421936,0.31736525893211365
bg_m_TIC_phases_LinearRegression/version_3,0.7810138463973999,0.3212903141975403,0.6796116232872009,0.6774193644523621,0.6800000071525574,0.4805825352668762,0.9032257795333862,0.4057142734527588
bg_m_TIC_phases_LinearRegression/version_4,0.5978822112083435,0.40909093618392944,0.5909090638160706,0.5909090638160706,0.5909090638160706,0.1818181872367859,0.9090909361839294,0.09090909361839294
bg_m_TIC_MS_autic_RandomForest/version_0,0.48674505949020386,0.5388678312301636,0.47029703855514526,0.4482758641242981,0.47398844361305237,0.22772277891635895,0.8965517282485962,0.11560693383216858
bg_m_TIC_MS_autic_RandomForest/version_1,0.6306122541427612,0.39071428775787354,0.610837459564209,0.6071428656578064,0.6114285588264465,0.25123152136802673,0.8214285969734192,0.1599999964237213
bg_m_TIC_MS_autic_RandomForest/version_2,0.5143284797668457,0.5163601636886597,0.49743589758872986,0.4642857015132904,0.5029940009117126,0.2153846174478531,0.8928571343421936,0.10179640352725983
bg_m_TIC_MS_autic_RandomForest/version_3,0.7439631819725037,0.24147465825080872,0.7475728392601013,0.774193525314331,0.7428571581840515,0.3009708821773529,0.9032257795333862,0.19428572058677673
bg_m_TIC_MS_autic_RandomForest/version_4,0.5577220916748047,0.45454543828964233,0.5454545617103577,0.5454545617103577,0.5454545617103577,0.1818181872367859,0.8181818127632141,0.10227272659540176
bg_m_TIC_MS_autic_SVM/version_0,0.4700019657611847,0.5505281686782837,0.42574256658554077,0.48275861144065857,0.4161849617958069,0.2524752616882324,0.8965517282485962,0.14450867474079132
bg_m_TIC_MS_autic_SVM/version_1,0.5659183859825134,0.4528571665287018,0.47783252596855164,0.6428571343421936,0.4514285624027252,0.24137930572032928,0.8928571343421936,0.1371428519487381
bg_m_TIC_MS_autic_SVM/version_2,0.5508981347084045,0.4331693947315216,0.4871794879436493,0.6785714030265808,0.455089807510376,0.1846153885126114,0.8928571343421936,0.06586826592683792
