Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_all_tic_scalar_all_RandomForest/version_0,0.8193033933639526,0.30478954315185547,0.6962025165557861,0.692307710647583,0.698113203048706,0.7215189933776855,0.8846153616905212,0.6415094137191772
b_m_all_tic_scalar_all_RandomForest/version_1,0.5798419117927551,0.46640315651893616,0.5384615659713745,0.52173912525177,0.5454545617103577,0.3333333432674408,0.9130434989929199,0.09090909361839294
b_m_all_tic_scalar_all_RandomForest/version_2,0.7796610593795776,0.27559319138526917,0.726190447807312,0.7200000286102295,0.7288135886192322,0.3928571343421936,0.8799999952316284,0.18644067645072937
b_m_all_tic_scalar_all_RandomForest/version_3,0.6322639584541321,0.39981839060783386,0.5977011322975159,0.6071428656578064,0.5932203531265259,0.49425286054611206,0.8928571343421936,0.3050847351551056
b_m_all_tic_scalar_all_RandomForest/version_4,0.7914230823516846,0.26120859384536743,0.7397260069847107,0.7368420958518982,0.7407407164573669,0.31506848335266113,0.8947368264198303,0.1111111119389534
b_m_all_tic_scalar_all_SVM/version_0,0.8425253629684448,0.2285921573638916,0.7721518874168396,0.7692307829856873,0.7735849022865295,0.594936728477478,0.8846153616905212,0.4528301954269409
b_m_all_tic_scalar_all_SVM/version_1,0.6758893132209778,0.426482230424881,0.5769230723381042,0.5652173757553101,0.581818163394928,0.3333333432674408,0.9130434989929199,0.09090909361839294
b_m_all_tic_scalar_all_SVM/version_2,0.7559322118759155,0.32101693749427795,0.6785714030265808,0.6800000071525574,0.6779661178588867,0.3571428656578064,0.8799999952316284,0.1355932205915451
b_m_all_tic_scalar_all_SVM/version_3,0.7560532689094543,0.24364405870437622,0.7586206793785095,0.75,0.7627118825912476,0.3218390941619873,0.8928571343421936,0.050847455859184265
b_m_all_tic_scalar_all_SVM/version_4,0.820662796497345,0.2163742482662201,0.7808219194412231,0.7894737124443054,0.7777777910232544,0.3835616409778595,0.8947368264198303,0.20370370149612427
b_m_all_tic_scalar_all_NN/version_0,0.8236574530601501,0.1999274492263794,0.797468364238739,0.807692289352417,0.7924528121948242,0.40506330132484436,0.8846153616905212,0.16981132328510284
b_m_all_tic_scalar_all_NN/version_1,0.7557311654090881,0.3067193627357483,0.692307710647583,0.695652186870575,0.6909090876579285,0.42307692766189575,0.9130434989929199,0.2181818187236786
b_m_all_tic_scalar_all_NN/version_2,0.7722033858299255,0.32101693749427795,0.6785714030265808,0.6800000071525574,0.6779661178588867,0.4285714328289032,0.8799999952316284,0.23728813230991364
b_m_all_tic_scalar_all_NN/version_3,0.7088378071784973,0.28692492842674255,0.7126436829566956,0.7142857313156128,0.7118644118309021,0.3448275923728943,0.8928571343421936,0.08474576473236084
