,auroc_mean,eer_mean,accuracy_at_eer_mean,sensitivity_at_eer_mean,specificity_at_eer_mean,accuracy_at_sensitivity90_mean,sensitivity_at_sensitivity90_mean,specificity_at_sensitivity90_mean,auroc_std,eer_std,accuracy_at_eer_std,sensitivity_at_eer_std,specificity_at_eer_std,accuracy_at_sensitivity90_std,sensitivity_at_sensitivity90_std,specificity_at_sensitivity90_std,Method,Dataset
b_m_PatRisk_RandomForest,0.792083477973938,0.2921682119369507,0.712400245666504,0.6940740823745728,0.7215894937515259,0.618958592414856,0.890656566619873,0.48752639889717103,0.036521773105199266,0.05835885522737422,0.05760373977672054,0.062324097198500426,0.05505160454227528,0.06835041304972557,0.03629343124744738,0.07411581030444128,RandomForest,b_m_PatRisk_RandomForest
b_m_PatRisk_SVM,0.863397479057312,0.1986440122127533,0.8002818465232849,0.8034006953239441,0.7993112802505493,0.7362753868103027,0.8912626385688782,0.6612895846366882,0.030341541518984,0.044251386253168504,0.045171061270752974,0.043737643762824456,0.046882579619109736,0.049859739220611855,0.01917437540628457,0.0695208633556537,SVM,b_m_PatRisk_SVM
b_m_PatRisk_NN,0.8593233823776245,0.20181691646575928,0.7930697202682495,0.8155219078063964,0.780844259262085,0.6420724034309387,0.9062626361846924,0.5148724675178528,0.025760645105800936,0.043209461428034196,0.040695569648749354,0.05994686366463293,0.03672489547533973,0.1119328584337855,0.010635371021711458,0.16447078718299815,NN,b_m_PatRisk_NN
b_m_PatRisk_LogisticRegression,0.8730782508850098,0.197271466255188,0.7997890949249268,0.810067355632782,0.795389711856842,0.6373105049133301,0.9062626361846924,0.508205795288086,0.04428670214944729,0.040252181769263595,0.04283683492212431,0.03400777161604882,0.04715222001533543,0.11230402436778403,0.010635371021711458,0.16426281519948135,LogisticRegression,b_m_PatRisk_LogisticRegression
b_m_PatRisk_LinearRegression,0.8755953550338745,0.197271466255188,0.7997890949249268,0.810067355632782,0.795389711856842,0.6573726058006286,0.9062626361846924,0.5375985741615296,0.04413654388705505,0.040252181769263595,0.04283683492212431,0.03400777161604882,0.04715222001533543,0.10761132393852234,0.010635371021711458,0.15761192842100538,LinearRegression,b_m_PatRisk_LinearRegression
b_m_MenoStatus_RandomForest,0.7237003207206726,0.3415855407714844,0.6566223740577698,0.6636531829833985,0.6531757354736328,0.5471621096134186,0.8595959663391113,0.3917714685201645,0.07102146253480235,0.03704529277581365,0.034932027052936826,0.04906379240737115,0.03533960939602601,0.08813313404692204,0.04206952812469486,0.1311435165728022,RandomForest,b_m_MenoStatus_RandomForest
b_m_MenoStatus_SVM,0.737416410446167,0.2973685383796692,0.7076811552047729,0.6867340087890625,0.7185289144515992,0.5261141717433929,0.9053367018699646,0.34191311448812484,0.09786951666115619,0.0891320407286704,0.08350119542998044,0.1103711135542841,0.07488334119494602,0.13831246195391134,0.017407897405233606,0.20064152826964723,SVM,b_m_MenoStatus_SVM
b_m_MenoStatus_NN,0.7448092699050903,0.30393996834754944,0.6941811203956604,0.7022895574569702,0.6898305058479309,0.4731007993221283,0.9062626361846924,0.2632352769374847,0.08616589790000675,0.08122838544008613,0.08157004129406938,0.08083066620681359,0.08228109954455434,0.09805012489685094,0.010635371021711458,0.13060459419662168,NN,b_m_MenoStatus_NN
b_m_MenoStatus_LogisticRegression,0.7338321447372437,0.31965320706367495,0.6819464921951294,0.6751683592796326,0.6855252265930176,0.43745068907737733,0.9062626361846924,0.20569573789834977,0.06740626912044591,0.06167511323743869,0.06271540095505374,0.05905733598186927,0.06538618038638576,0.07177987019313965,0.010635371021711458,0.10724818289820776,LogisticRegression,b_m_MenoStatus_LogisticRegression
b_m_MenoStatus_LinearRegression,0.7264914989471436,0.3304580748081207,0.6664433598518371,0.6768350243568421,0.6622488260269165,0.43667072653770445,0.9062626361846924,0.2021669067442417,0.05541488947575644,0.06319476886562292,0.06541762945023366,0.05772046706679725,0.06997492801457258,0.09191276784091941,0.010635371021711458,0.1500693431901151,LinearRegression,b_m_MenoStatus_LinearRegression
b_m_FamRisk_RandomForest,0.7170647382736206,0.3086916208267212,0.6899130463600158,0.6969697117805481,0.6856470465660095,0.5096132218837738,0.8468686938285828,0.348286959528923,0.05515363752224339,0.049940172745587985,0.047350209945746076,0.060606050491333004,0.039703480443012425,0.10679767407662151,0.0419996114916895,0.14078336597269375,RandomForest,b_m_FamRisk_RandomForest
b_m_FamRisk_SVM,0.7510976552963257,0.30827786326408385,0.6911815166473388,0.6934511661529541,0.6899931073188782,0.39210891127586367,0.8979292988777161,0.1449611470103264,0.052498806804949665,0.0850289048342991,0.0857503708248301,0.08324473132722138,0.08774874810767333,0.07709362692757822,0.014747482415756581,0.0887473326295234,SVM,b_m_FamRisk_SVM
b_m_FamRisk_NN,0.7767738461494446,0.29132182598114015,0.7114506721496582,0.7017845034599304,0.7155718445777893,0.5207056522369384,0.9053367018699646,0.3344388112425804,0.07746758750956333,0.07097345957145994,0.06813492493874726,0.07788844601872444,0.06465869852832808,0.13800602603463683,0.017407897405233606,0.1897309282544899,NN,b_m_FamRisk_NN
b_m_FamRisk_LogisticRegression,0.77642822265625,0.2945476293563843,0.7071028470993042,0.7017845034599304,0.709120237827301,0.5598879635334015,0.8979292988777161,0.3964517429471016,0.08110236402589846,0.07143966695015122,0.06899885878656495,0.07788844601872444,0.06650787557913493,0.12472437385582308,0.014747482415756581,0.17323434346154218,LogisticRegression,b_m_FamRisk_LogisticRegression
